City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Description
345,Gornopravdinsk,RU,60.05,69.9,20.37,97,100,4.32,overcast clouds
346,Mbulu,TZ,-3.85,35.5333,59.29,88,100,4.0,light rain
347,Colares,PT,38.7992,-9.4469,61.45,66,20,1.01,few clouds
348,Caravelas,BR,-17.7125,-39.2481,83.07,64,32,10.51,scattered clouds
349,Xining,CN,36.6167,101.7667,12.9,89,100,3.8,light snow
350,Samarai,PG,-10.6167,150.6667,80.29,82,100,10.51,overcast clouds
351,Iqaluit,CA,63.7506,-68.5145,-25.31,60,75,1.99,broken clouds
352,Taoudenni,ML,22.6783,-3.9836,80.82,6,33,9.55,scattered clouds
353,Yazykovo,RU,55.2199,56.1353,22.1,89,100,2.62,light snow
354,Lorengau,PG,-2.0226,147.2712,80.35,80,40,8.79,scattered clouds
355,Guaymas,MX,27.9333,-110.9,64.89,41,0,0.0,clear sky
356,Arlit,NE,18.7369,7.3853,74.59,9,0,8.23,clear sky
357,Saravan,AM,39.7196,45.6483,25.45,90,84,3.58,broken clouds
358,Chernyshevskiy,RU,63.0128,112.4714,-9.08,99,95,2.64,overcast clouds
359,Arman,RU,59.7,150.1667,-1.89,72,54,11.95,broken clouds
360,La Primavera,CO,5.4906,-70.4092,96.04,31,16,10.0,few clouds
361,Algeciras,ES,36.1333,-5.4505,69.46,55,0,11.5,clear sky
362,Aksu,CN,41.1231,80.2644,25.88,46,66,4.47,broken clouds
363,Tazovskiy,RU,67.4667,78.7,-7.83,100,98,6.76,overcast clouds
364,Okhotsk,RU,59.3833,143.3,-3.98,67,0,17.07,clear sky
365,Slave Lake,CA,55.2834,-114.769,10.38,85,100,9.22,overcast clouds
366,Lompoc,US,34.6391,-120.4579,65.12,56,0,10.36,clear sky
367,Kamina,CD,-8.7386,24.9906,67.17,87,100,1.43,overcast clouds
368,Grand Gaube,MU,-20.0064,57.6608,81.0,80,100,8.99,overcast clouds
369,Lower Hutt,NZ,-41.2167,174.9167,61.02,97,75,23.02,broken clouds
370,Esperance,AU,-33.8667,121.9,67.84,70,2,18.72,clear sky
371,Loiza,PR,18.4313,-65.8802,77.58,91,100,10.36,mist
372,Ust-Nera,RU,64.5667,143.2,-22.92,66,15,0.6,few clouds
373,Port Hawkesbury,CA,45.6169,-61.3485,31.59,96,100,9.22,fog
374,Bontang,ID,0.1333,117.5,78.78,85,100,11.3,overcast clouds
375,Jilib,SO,0.4883,42.7854,77.11,81,100,9.08,overcast clouds
376,Porto Seguro,BR,-16.4497,-39.0647,81.12,78,75,10.36,broken clouds
377,Mount Isa,AU,-20.7333,139.5,71.37,49,40,3.44,scattered clouds
378,Geraldton,AU,-28.7667,114.6,68.41,88,1,4.61,clear sky
379,Parnarama,BR,-5.6817,-43.0933,86.41,67,80,3.56,broken clouds
380,Makinsk,KZ,52.6292,70.4169,4.26,76,99,5.86,overcast clouds
381,Dir,PK,35.2058,71.8756,39.96,55,98,3.62,overcast clouds
382,Lyantonde,UG,-0.4031,31.1572,67.01,81,100,5.79,overcast clouds
383,Gualeguaychu,AR,-33.0094,-58.5172,79.03,61,18,19.1,few clouds
384,Morant Bay,JM,17.8815,-76.4093,84.61,55,22,10.63,few clouds
385,Mangai,CD,-4.05,19.5333,78.84,68,85,1.48,overcast clouds
386,Yerbogachen,RU,61.2767,108.0108,11.48,95,100,6.17,light snow
387,Huarmey,PE,-10.0681,-78.1522,76.24,71,18,10.92,few clouds
388,Neyshabur,IR,36.2133,58.7958,43.63,68,99,5.03,overcast clouds
389,Smidovich,RU,48.6,133.8167,-22.74,100,45,3.18,scattered clouds
390,Lagoa,PT,39.05,-27.9833,58.6,75,62,16.24,broken clouds
391,Brewster,US,41.3973,-73.6171,27.27,80,24,1.01,few clouds
392,Dakar,SN,14.6937,-17.4441,90.48,66,0,14.54,clear sky
393,Tibacuy,CO,4.3511,-72.4564,95.32,33,74,9.06,broken clouds
394,Kigoma,TZ,-4.8769,29.6267,73.87,76,98,1.21,light rain
395,Champerico,GT,14.3,-91.9167,89.35,56,1,8.61,clear sky
396,Hambantota,LK,6.1241,81.1185,76.17,78,4,16.93,clear sky
397,Porto Novo,BJ,6.4965,2.6036,85.82,55,2,10.51,clear sky
398,Nouadhibou,MR,20.931,-17.0347,73.38,64,0,14.97,clear sky
399,Hyeres,FR,43.1167,6.1167,57.97,60,0,3.44,clear sky
400,Sambava,MG,-14.2667,50.1667,76.57,89,100,6.29,light rain
401,Oriximina,BR,-1.7656,-55.8661,87.21,62,74,2.3,broken clouds
402,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,77,20,4.0,few clouds
403,Baculin,PH,7.4525,126.5842,76.6,87,47,6.46,scattered clouds
404,Mednogorsk,RU,51.4128,57.595,20.01,93,100,13.02,overcast clouds
405,Bikin,RU,46.8161,134.26,-14.82,100,80,1.36,broken clouds
406,Pacific Grove,US,36.6177,-121.9166,57.58,62,0,6.91,clear sky
407,Yarada,IN,17.65,83.2667,73.72,78,20,2.3,haze
408,Necochea,AR,-38.5473,-58.7368,65.03,75,100,24.0,overcast clouds
409,Ixtapa,MX,20.7,-105.2,81.75,42,56,3.2,broken clouds
410,Thunder Bay,CA,48.4001,-89.3168,8.29,79,100,2.3,overcast clouds
411,Port Elizabeth,ZA,-33.918,25.5701,71.1,83,75,13.8,broken clouds
412,Beni,CD,0.5,29.4667,70.97,49,100,2.64,overcast clouds
413,A Coruna,ES,43.3713,-8.396,56.48,67,20,8.01,few clouds
414,Eureka,US,40.8021,-124.1637,43.93,94,78,2.77,broken clouds
415,Cabatuan,PH,10.8794,122.486,73.89,84,37,13.49,scattered clouds
416,Churapcha,RU,62.0025,132.4325,-33.38,100,99,1.68,overcast clouds
417,Vostok,RU,46.4856,135.8833,-10.43,99,100,2.75,overcast clouds
418,Alekseyevsk,RU,57.8406,108.3492,17.15,94,100,10.0,light snow
419,Bam,IR,29.106,58.357,64.87,40,0,10.13,clear sky
420,Port Lincoln,AU,-34.7333,135.8667,65.8,80,100,15.99,overcast clouds
421,Ust-Uda,RU,54.1742,103.0304,14.25,96,100,4.09,light snow
422,Catamarca,AR,-28.4696,-65.7852,85.05,61,8,4.0,clear sky
423,Bagotville,AU,-28.9833,153.4167,71.42,96,84,16.15,broken clouds
424,Espumoso,BR,-28.7247,-52.8497,81.23,57,99,11.25,overcast clouds
425,Kashi,CN,39.4547,75.9797,30.22,74,40,8.95,scattered clouds
426,Scottsbluff,US,41.8666,-103.6672,43.79,37,78,18.01,broken clouds
427,Maramba,TZ,-5.05,38.6167,69.39,76,100,3.22,overcast clouds
428,Zonguldak,TR,41.25,31.8333,32.65,74,82,3.85,broken clouds
429,Kismayo,SO,-0.3582,42.5454,78.42,83,98,12.59,overcast clouds
430,Maragogi,BR,-9.0122,-35.2225,84.27,61,82,11.23,broken clouds
431,Billings,US,45.7833,-108.5007,44.17,43,83,7.0,broken clouds
432,Chiredzi,ZW,-21.05,31.6667,78.69,47,40,6.49,scattered clouds
433,Umm Kaddadah,SD,13.6017,26.6876,64.96,15,70,14.03,broken clouds
434,Pangody,RU,65.85,74.4859,-16.06,100,93,4.5,overcast clouds
435,Yumen,CN,40.2833,97.2,15.67,37,100,14.25,overcast clouds
436,Roebourne,AU,-20.7833,117.1333,84.52,74,51,4.63,broken clouds
437,Kamloops,CA,50.6665,-120.3192,33.57,89,75,1.01,broken clouds
438,Santa Rosa,PH,14.3122,121.1114,80.58,70,98,13.94,overcast clouds
439,Geneva,US,41.8875,-88.3054,18.14,67,32,4.0,scattered clouds
440,Nema,RU,57.5067,50.5011,25.2,98,100,5.12,overcast clouds
441,Poum,NC,-20.2333,164.0167,80.44,72,87,5.35,overcast clouds
442,Mandalgovi,MN,45.7625,106.2708,3.22,78,0,6.6,clear sky
443,Preobrazheniye,RU,42.9019,133.9064,7.47,64,0,8.97,clear sky
444,Rawlins,US,41.7911,-107.2387,30.63,48,59,25.39,broken clouds
445,Shizunai,JP,42.3339,142.3669,23.22,83,66,9.66,light snow
446,Joaquim Gomes,BR,-9.1373,-35.7519,86.25,54,88,9.1,overcast clouds
447,Micheweni,TZ,-4.9667,39.8333,80.49,76,100,5.77,overcast clouds
448,Bac Lieu,VN,9.285,105.7244,79.41,68,92,19.98,overcast clouds
449,Hokitika,NZ,-42.7167,170.9667,55.22,80,100,8.25,light rain
450,Cap Malheureux,MU,-19.9842,57.6142,81.09,79,100,8.99,overcast clouds
451,Olafsvik,IS,64.8945,-23.7142,29.53,63,100,16.69,overcast clouds
452,Vondrozo,MG,-22.8167,47.2833,70.14,98,100,19.91,heavy intensity rain
453,Baracoa,CU,20.3467,-74.4958,77.9,68,32,8.79,scattered clouds
454,Farah,AF,32.5,62.5,53.62,31,100,1.68,overcast clouds
455,College,US,64.8569,-147.8028,-0.02,80,100,0.0,overcast clouds
456,Erenhot,CN,43.6475,111.9767,3.65,88,5,7.74,clear sky
457,North Bend,US,43.4065,-124.2243,46.17,100,100,6.91,overcast clouds
458,Rincon,US,32.296,-81.2354,51.85,62,20,1.01,few clouds
459,Atasu,KZ,48.6814,71.6433,16.5,66,6,19.28,clear sky
460,Arantangi,IN,10.1667,78.9833,77.32,75,88,12.82,overcast clouds
461,Klaksvik,FO,62.2266,-6.589,36.52,92,97,43.96,overcast clouds
462,Vanavara,RU,60.34,102.2797,15.37,95,100,6.04,light snow
463,Jinka,ET,5.65,36.65,67.77,60,85,2.93,overcast clouds
464,Yuanping,CN,38.7153,112.7575,25.54,29,100,4.32,overcast clouds
465,Carahue,CL,-38.7,-73.1667,71.8,34,0,6.98,clear sky
466,Abdulino,RU,53.7,53.6667,25.38,97,100,7.02,light snow
467,Tual,ID,-5.6667,132.75,82.99,77,100,9.22,overcast clouds
468,Manggar,ID,-2.8833,108.2667,78.48,84,96,7.02,overcast clouds
469,Tilichiki,RU,60.4667,166.1,4.91,80,100,7.61,overcast clouds
470,Guerrero,MX,17.6667,-100.0,77.07,40,1,3.89,clear sky
471,Skjervoy,NO,70.0311,20.9714,32.94,67,74,27.09,broken clouds
472,Novobureyskiy,RU,49.798,129.8774,-22.36,100,57,2.51,broken clouds
473,Sobolevo,RU,54.4299,31.8996,23.2,96,100,12.15,light snow
474,Sergeyevka,KZ,53.88,67.4158,10.65,84,100,7.58,overcast clouds
475,Harvard,US,42.4222,-88.6137,16.29,73,49,9.75,scattered clouds
476,Jasdan,IN,22.0333,71.2,66.56,51,0,7.45,clear sky
477,Gorontalo,ID,0.5412,123.0595,74.07,95,92,3.44,overcast clouds
478,Verkh-Usugli,RU,52.7,115.1667,-10.79,97,20,3.49,few clouds
479,Athabasca,CA,54.7169,-113.2854,19.0,94,100,7.11,light snow
480,Kutum,SD,14.2,24.6667,62.33,16,11,12.03,few clouds
481,Linguere,SN,15.3953,-15.1193,99.07,5,0,9.48,clear sky
482,Dudinka,RU,69.4058,86.1778,-18.71,100,93,3.56,overcast clouds
483,Kano,NG,12.0001,8.5167,76.89,25,100,11.5,dust
484,Cayenne,GF,4.9333,-52.3333,86.04,81,20,5.99,few clouds
485,Am Timan,TD,11.0297,20.2827,83.37,14,20,5.32,few clouds
486,Cosolapa,MX,18.5833,-96.65,58.19,84,100,1.61,overcast clouds
487,Araure,VE,9.5601,-69.2148,87.35,29,3,7.02,clear sky
488,Vao,NC,-22.6667,167.4833,79.68,87,99,12.5,overcast clouds
489,Save,BJ,8.0425,2.486,97.3,11,2,2.51,clear sky
490,Quthing,LS,-30.4,27.7003,69.06,59,76,2.19,broken clouds
491,Helong,CN,42.5397,128.9972,3.47,75,80,8.84,broken clouds
492,Sibolga,ID,1.7427,98.7792,75.7,90,99,2.91,overcast clouds
493,Juneau,US,58.3019,-134.4197,39.85,99,100,1.01,overcast clouds
494,Sioux Lookout,CA,50.1001,-91.917,-0.02,78,100,9.22,overcast clouds
495,Adiake,CI,5.2863,-3.304,87.39,66,41,11.83,scattered clouds
496,Manbij,SY,36.5281,37.9549,43.57,57,1,6.91,clear sky
497,Balabac,PH,7.9868,117.0645,80.31,82,97,21.3,overcast clouds
498,Vardo,NO,70.3705,31.1107,26.55,78,100,26.98,overcast clouds
499,Parana,AR,-31.732,-60.5238,80.56,52,1,18.28,clear sky
500,Maniitsoq,GL,65.4167,-52.9,5.83,90,100,14.65,light snow
501,Harnoli,PK,32.2792,71.5539,56.82,41,81,4.94,broken clouds
502,Shimoda,JP,34.6667,138.95,34.11,63,3,21.43,clear sky
503,Craig,US,40.5153,-107.5464,18.59,80,35,2.35,scattered clouds
504,Santa Maria,BR,-29.6842,-53.8069,79.9,83,75,4.61,light rain
505,Barcelos,PT,41.5388,-8.6151,60.91,64,5,5.84,clear sky
506,Pitimbu,BR,-7.4706,-34.8086,88.39,59,15,10.25,few clouds
507,Itatiaia,BR,-22.4961,-44.5633,84.25,78,93,1.28,light rain
508,Rumoi,JP,43.9344,141.6428,23.85,89,100,6.89,snow
509,Fairbanks,US,64.8378,-147.7164,0.1,79,82,3.71,broken clouds
510,Pingxiang,CN,27.6167,113.85,41.13,85,93,3.24,overcast clouds
511,Carnduff,CA,49.1667,-101.8009,14.52,93,100,4.5,overcast clouds
512,Khor,RU,47.8861,134.9464,-20.72,100,80,3.33,broken clouds
513,Fomboni,KM,-12.28,43.7425,82.92,73,74,16.06,broken clouds
514,Nicoya,CR,10.1483,-85.452,85.55,35,9,15.43,clear sky
515,Coahuayana,MX,18.7333,-103.6833,83.14,38,15,3.24,few clouds
516,Bolivar,US,37.6145,-93.4105,33.13,61,8,1.01,clear sky
517,Mahajanga,MG,-15.7167,46.3167,82.42,78,40,18.41,scattered clouds
518,Tulun,RU,54.5611,100.5792,23.0,86,100,6.96,overcast clouds
519,Puerto Penasco,MX,31.3167,-113.5333,55.9,23,4,9.64,clear sky
520,Follebu,NO,61.216,10.2851,27.61,97,82,5.61,broken clouds
521,Ban Nahin,LA,18.2418,104.2122,58.69,80,52,5.1,broken clouds
522,Beloha,MG,-25.1667,45.05,75.87,84,100,17.69,overcast clouds
523,Pacasmayo,PE,-7.4006,-79.5714,75.25,69,72,11.14,broken clouds
524,Iranshahr,IR,27.2025,60.6848,70.14,23,0,4.61,clear sky
525,Conceicao Do Araguaia,BR,-8.2578,-49.2647,91.53,52,71,2.71,broken clouds
526,Great Falls,US,47.5002,-111.3008,41.16,53,100,17.0,overcast clouds
527,Basco,PH,20.4487,121.9702,72.1,75,99,28.34,overcast clouds
528,Iracoubo,GF,5.4802,-53.2011,79.92,80,99,10.18,overcast clouds
529,Thinadhoo,MV,0.5333,72.9333,82.76,73,100,13.44,overcast clouds
530,Japura,ID,-0.3167,102.35,73.87,96,100,2.62,overcast clouds
531,Monticello,US,45.3055,-93.7941,12.33,66,0,16.11,clear sky
532,Feldkirchen An Der Donau,AT,48.3452,14.0513,40.59,65,20,6.91,few clouds
533,Aswan,EG,24.0934,32.907,58.66,36,0,11.59,clear sky
534,Puerto Colombia,CO,10.9878,-74.9547,87.89,68,8,22.77,clear sky
535,Sao Filipe,CV,14.8961,-24.4956,75.34,67,0,9.37,clear sky
536,Mayo,US,38.8876,-76.5119,33.42,50,40,14.0,scattered clouds
537,Paso De Carrasco,UY,-34.8603,-56.0522,75.65,72,20,12.66,few clouds
538,Pochutla,MX,15.7432,-96.4661,84.81,34,0,6.76,clear sky
539,Nantucket,US,41.2835,-70.0995,27.25,77,98,25.57,overcast clouds
540,Berdigestyakh,RU,62.0989,126.6992,-21.35,100,99,0.49,overcast clouds
541,Rogers,US,36.3668,-95.5836,36.14,69,0,5.01,clear sky
542,Toktogul,KG,41.8708,72.9402,18.23,52,13,1.3,few clouds
543,Jinan,CN,36.6683,116.9972,30.78,32,74,4.18,broken clouds
544,Viedma,AR,-40.8135,-62.9967,62.51,50,100,17.2,overcast clouds
545,Massakory,TD,12.996,15.7293,77.5,12,5,11.45,clear sky
546,Andenes,NO,69.3143,16.1194,32.97,72,98,30.49,light snow
547,Aurillac,FR,44.9167,2.45,43.68,53,0,5.75,clear sky
548,Grindavik,IS,63.8424,-22.4338,28.35,86,75,8.05,broken clouds
549,Dunedin,NZ,-45.8742,170.5036,49.8,79,44,5.79,scattered clouds
550,Chernyshevsk,RU,52.5243,117.0174,-19.32,100,93,2.42,overcast clouds
551,Cozumel,MX,20.5083,-86.9458,79.0,82,34,5.01,scattered clouds
552,Beverwijk,NL,52.4827,4.6547,47.93,69,100,4.0,overcast clouds
553,Nemuro,JP,43.3236,145.575,22.69,72,92,20.83,overcast clouds
554,Okha,RU,53.5739,142.9478,3.96,92,100,20.83,overcast clouds
555,Palkino,RU,57.5409,28.0126,24.55,97,100,7.2,overcast clouds
556,Mafinga,TZ,-7.25,35.0667,65.68,91,100,3.65,overcast clouds
557,Charters Towers,AU,-20.1,146.2667,71.06,72,29,7.02,scattered clouds
558,Lazaro Cardenas,MX,17.9583,-102.2,81.45,54,2,1.36,clear sky
559,Puerto Madero,MX,14.7208,-92.4215,82.74,52,1,8.05,clear sky
560,San Ignacio,BZ,17.1561,-89.0714,69.94,94,100,9.22,overcast clouds
561,Tanete,ID,-3.9443,119.7848,75.96,94,95,1.28,overcast clouds
562,Saint-Joseph,RE,-21.3667,55.6167,82.78,81,100,18.07,light rain
563,Opuwo,NA,-18.0607,13.84,81.81,26,92,8.21,overcast clouds
564,Sawang Daen Din,TH,17.4753,103.4575,72.01,68,64,10.49,broken clouds
565,Innsbruck,AT,47.2627,11.3945,37.45,70,0,2.3,clear sky
566,Bambous Virieux,MU,-20.3428,57.7575,80.85,83,40,16.11,light rain
567,Truro,GB,50.2653,-5.0544,51.96,87,40,23.02,scattered clouds
568,Cabras,IT,39.93,8.5314,51.08,73,93,12.3,overcast clouds
569,Serebryansk,KZ,49.6925,83.2892,-17.05,81,4,4.72,clear sky
570,Nautla,MX,20.2167,-96.7833,52.97,57,99,14.83,overcast clouds
571,Kabanjahe,ID,3.1001,98.4908,63.36,95,100,0.87,overcast clouds
572,Tshikapa,CD,-6.4167,20.8,76.87,78,26,0.94,scattered clouds
573,Alakurtti,RU,66.9672,30.3491,21.63,95,100,8.72,light snow
574,Atambua,ID,-9.1061,124.8925,74.41,87,91,1.57,overcast clouds
575,Beringovskiy,RU,63.05,179.3167,-8.28,92,79,14.7,broken clouds
576,Imperia,IT,43.9667,7.7833,50.0,81,19,1.19,few clouds
577,Oussouye,SN,12.485,-16.5469,92.8,18,0,10.29,clear sky
578,Savino,RU,56.5929,41.2181,6.35,100,92,2.95,overcast clouds
579,Chumikan,RU,54.7183,135.315,-1.98,78,100,12.53,overcast clouds
580,Birao,CF,10.2849,22.7882,80.04,13,99,7.38,overcast clouds
581,Bria,CF,6.5423,21.9863,85.14,17,81,6.58,broken clouds
582,Amahai,ID,-3.3333,128.9167,78.06,84,100,5.35,overcast clouds
583,Batagay-Alyta,RU,67.8006,130.4114,-25.65,99,62,3.71,broken clouds
584,Lakhdenpokhya,RU,61.5198,30.1992,21.81,95,100,13.0,light snow
585,Paciran,ID,-6.8767,112.3761,78.62,87,100,8.46,overcast clouds
586,Moranbah,AU,-22.0016,148.0466,70.36,71,38,11.03,scattered clouds
587,Bafoulabe,ML,13.8065,-10.8321,97.63,6,0,5.91,clear sky
588,Bauchi,NG,10.5,10.0,79.65,16,0,6.44,clear sky
589,Yokadouma,CM,3.5167,15.05,81.45,21,56,2.13,broken clouds
590,Canutama,BR,-6.5339,-64.3831,80.85,76,99,3.76,overcast clouds
591,Ventnor City,US,39.3404,-74.4774,33.04,58,22,8.99,few clouds
592,La Esperanza,GT,14.8667,-91.5667,60.62,55,100,11.5,overcast clouds
593,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,80,82,22.91,broken clouds
594,Panaba,MX,21.2833,-88.2667,77.59,71,59,15.37,broken clouds
595,Mahibadhoo,MV,3.7833,72.9667,81.88,71,31,12.35,scattered clouds
596,Ambilobe,MG,-13.2,49.05,74.46,93,98,7.14,light rain
597,Ramtek,IN,21.4,79.3333,59.76,23,0,3.51,clear sky
598,Dali,CN,25.7,100.1833,41.52,91,60,5.32,light rain
599,Natchitoches,US,31.7668,-93.1335,41.2,60,0,3.44,clear sky
600,Cabedelo,BR,-6.9811,-34.8339,88.47,59,11,10.87,few clouds
601,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,49,20,16.11,few clouds
602,Oakdale,US,44.963,-92.9649,11.43,66,100,4.0,overcast clouds
603,Jumla,NP,29.2747,82.1838,26.56,77,26,5.06,scattered clouds
604,Robertsport,LR,6.7533,-11.3686,82.0,76,37,13.2,scattered clouds
605,Enfield,AU,-34.8526,138.6026,73.72,45,0,8.01,clear sky
606,Atar,MR,20.5169,-13.0499,90.63,6,0,3.6,clear sky
607,Quelimane,MZ,-17.8786,36.8883,84.15,62,40,10.0,scattered clouds
608,Jiayuguan,CN,39.8167,98.3,14.68,40,100,7.52,overcast clouds
609,Ratnagiri,IN,16.9833,73.3,70.95,80,9,6.91,clear sky
610,Hermitage,US,41.2334,-80.4487,21.18,72,92,5.57,overcast clouds
611,Orocue,CO,4.7912,-71.3354,96.53,31,79,10.47,broken clouds
612,Flin Flon,CA,54.7682,-101.865,-13.16,70,75,8.05,broken clouds
613,Klyuchi,RU,52.2667,79.1667,5.13,89,17,7.78,few clouds
614,Kudahuvadhoo,MV,2.6708,72.8944,81.9,70,73,10.0,broken clouds
615,Hof,DE,50.3167,11.9167,37.63,76,75,16.11,broken clouds
616,Rudbar,AF,30.15,62.6,66.31,14,31,9.13,scattered clouds
617,Bud,US,39.447,-86.1758,18.75,73,23,2.51,few clouds
618,Maun,BW,-19.9833,23.4167,76.8,62,61,2.98,broken clouds
619,Pierre,US,44.3683,-100.351,49.86,38,69,3.0,broken clouds
620,Uromi,NG,6.7,6.3333,91.4,13,0,1.97,clear sky
621,Havoysund,NO,70.9963,24.6622,29.28,70,79,30.8,broken clouds
622,Troitsk,RU,54.0979,61.5773,16.2,91,100,5.55,overcast clouds
623,South Lake Tahoe,US,38.9332,-119.9844,38.79,59,100,5.64,overcast clouds
624,Darnah,LY,32.767,22.6367,59.45,65,0,4.18,clear sky
625,Yangambi,CD,0.8102,24.4336,80.62,53,96,3.78,overcast clouds
626,Pangnirtung,CA,66.1451,-65.7125,-22.0,69,75,2.3,broken clouds
627,Tabas,IR,33.5959,56.9244,52.43,37,82,4.09,broken clouds
628,Nueva Italia De Ruiz,MX,19.0167,-102.1,81.41,37,1,3.0,clear sky
629,Pisco,PE,-13.7,-76.2167,68.05,83,44,9.22,scattered clouds
630,Zhangye,CN,38.9342,100.4517,19.2,63,100,3.38,overcast clouds
631,Pionerskiy,RU,54.9508,20.2275,39.04,83,70,26.73,broken clouds
632,Talara,PE,-4.5772,-81.2719,84.96,51,0,18.41,clear sky
633,Beisfjord,NO,68.3751,17.5988,35.65,79,100,13.2,light rain
634,Del Rio,US,29.3627,-100.8968,47.23,47,0,6.91,clear sky
635,Karratha,AU,-20.7377,116.8463,84.96,71,60,5.19,broken clouds
636,Sovetskiy,RU,61.3614,63.5842,16.88,95,100,7.29,light snow
637,Takestan,IR,36.0696,49.6959,39.33,68,24,8.41,few clouds
638,Denpasar,ID,-8.65,115.2167,82.06,83,40,10.36,scattered clouds
639,Cervo,ES,43.6702,-7.4101,54.97,68,4,7.18,clear sky
640,Luanda,AO,-8.8368,13.2343,84.2,65,20,10.36,few clouds
641,Ulladulla,AU,-35.35,150.4667,65.88,78,92,10.54,overcast clouds
642,Mbanza-Ngungu,CD,-5.25,14.8667,73.08,86,19,2.64,few clouds
643,Dodge City,US,37.7528,-100.0171,40.24,43,0,13.0,clear sky
644,Zanjan,IR,36.6736,48.4787,26.51,87,28,4.54,scattered clouds
645,Kibaya,TZ,-5.3,36.5667,60.17,89,100,3.22,overcast clouds
646,Itapuranga,BR,-15.5622,-49.9486,84.25,62,70,2.3,broken clouds
647,Pontes E Lacerda,BR,-15.2261,-59.3353,89.31,55,42,6.55,light rain
648,Veinticinco De Mayo,AR,-35.4323,-60.1727,71.06,75,76,11.01,broken clouds
649,Bethanien,NA,-26.502,17.1583,92.34,18,58,12.01,broken clouds
650,Balurghat,IN,25.2167,88.7667,57.81,79,16,5.99,few clouds
651,Bend,US,44.0582,-121.3153,43.61,73,0,1.01,clear sky
652,Nelson Bay,AU,-32.7167,152.15,71.01,66,98,3.0,overcast clouds
653,Tortoli,IT,39.9256,9.6572,54.16,74,94,2.13,overcast clouds
654,Kuytun,RU,54.3419,101.5036,17.91,94,100,6.93,light snow
655,Saint-Pierre,RE,-21.3393,55.4781,83.88,65,0,12.66,clear sky
656,Bezhanitsy,RU,56.9767,29.8907,24.44,95,100,8.95,snow
657,Popondetta,PG,-8.7537,148.2534,74.88,96,100,3.33,overcast clouds
658,Mawlaik,MM,23.6333,94.4167,57.99,84,45,1.77,scattered clouds
659,Surt,LY,31.2089,16.5887,63.63,39,8,7.09,clear sky
660,Nago,JP,26.5881,127.9761,59.07,65,100,13.87,overcast clouds
661,Tynda,RU,55.1667,124.7167,-8.73,90,71,5.55,broken clouds
662,Jinxiang,CN,27.4327,120.6062,46.15,70,98,15.01,overcast clouds
663,Bhilwara,IN,25.35,74.6333,58.95,29,0,5.08,clear sky
664,Nakhon Phanom,TH,17.3333,104.4167,59.92,73,75,4.85,broken clouds
665,Neustrelitz,DE,53.3667,13.0833,38.64,79,100,14.97,overcast clouds
666,Contamana,PE,-7.3333,-75.0167,96.26,36,57,4.81,broken clouds
667,Moca,DO,19.5,-70.5,72.59,72,75,6.91,broken clouds
668,Korla,CN,41.7597,86.1469,25.99,39,100,9.22,overcast clouds
669,Singaraja,ID,-8.112,115.0882,81.97,86,77,0.56,light rain
670,Pathalgaon,IN,22.5667,83.4667,55.92,28,0,3.33,clear sky
